grid_id,price_2014,price_2020
E1145N4884,226.0,305.0
E1146N4884,255.0,400.0
E1147N4884,155.0,261.0
E1149N4884,137.0,261.0
E1150N4884,153.0,282.0
E1151N4884,211.0,330.0
E1152N4884,206.0,348.0
E1153N4884,136.0,243.0
E1154N4884,174.0,290.0
E1158N4884,172.0,276.0
E1159N4884,158.0,269.0
E1160N4884,187.0,326.0
E1161N4884,183.0,312.0
E1162N4884,127.0,191.0
E1163N4884,149.0,242.0
E1164N4884,138.0,247.0
E1165N4884,144.0,226.0
E1166N4884,170.0,289.0
E1167N4884,227.0,365.0
E1168N4884,216.0,350.0
E1170N4884,193.0,326.0
E1171N4884,228.0,380.0
E1172N4884,241.0,389.0
E1173N4884,177.0,282.0
E1174N4884,205.0,346.0
E1175N4884,242.0,412.0
E1177N4884,157.0,280.0
E1178N4884,161.0,283.0
E1179N4884,152.0,278.0
E1183N4884,170.0,309.0
E1184N4884,209.0,371.0
E1185N4884,215.0,401.0
E1186N4884,173.0,303.0
E1187N4884,164.0,298.0
E1188N4884,167.0,256.0
E1196N4884,326.0,459.0
E1197N4884,329.0,537.0
E1198N4884,207.0,331.0
E1199N4884,210.0,338.0
E1200N4884,205.0,336.0
E1201N4884,241.0,390.0
E1202N4884,284.0,472.0
E1203N4884,241.0,368.0
E1204N4884,281.0,456.0
E1205N4884,224.0,335.0
E1206N4884,324.0,508.0
E1207N4884,344.0,542.0
E1208N4884,311.0,488.0
E1209N4884,271.0,429.0
E1210N4884,336.0,524.0
E1225N4884,154.0,279.0
E1226N4884,185.0,312.0
E1227N4884,156.0,284.0
E1228N4884,170.0,336.0
E1229N4884,167.0,320.0
E1230N4884,210.0,374.0
E1231N4884,166.0,313.0
E1259N4884,289.0,549.0
E1143N4883,177.0,286.0
E1144N4883,219.0,335.0
E1145N4883,234.0,350.0
E1146N4883,235.0,333.0
E1147N4883,192.0,286.0
E1148N4883,179.0,291.0
E1150N4883,120.0,236.0
E1151N4883,202.0,300.0
E1153N4883,272.0,349.0
E1154N4883,183.0,299.0
E1155N4883,236.0,363.0
E1158N4883,176.0,290.0
E1159N4883,160.0,263.0
E1160N4883,189.0,326.0
E1161N4883,173.0,285.0
E1162N4883,116.0,211.0
E1163N4883,142.0,223.0
E1164N4883,144.0,235.0
E1165N4883,142.0,233.0
E1166N4883,137.0,226.0
E1167N4883,117.0,192.0
E1168N4883,116.0,192.0
E1169N4883,97.0,157.0
E1170N4883,138.0,211.0
E1171N4883,141.0,219.0
E1172N4883,165.0,258.0
E1173N4883,147.0,234.0
E1174N4883,139.0,235.0
E1175N4883,275.0,388.0
E1177N4883,263.0,376.0
E1178N4883,144.0,271.0
E1179N4883,141.0,279.0
E1183N4883,152.0,292.0
E1185N4883,210.0,378.0
E1186N4883,210.0,394.0
E1187N4883,179.0,336.0
E1188N4883,189.0,343.0
E1196N4883,222.0,356.0
E1197N4883,228.0,387.0
E1198N4883,229.0,379.0
E1199N4883,233.0,388.0
E1200N4883,214.0,345.0
E1201N4883,270.0,459.0
E1202N4883,215.0,321.0
E1203N4883,244.0,350.0
E1204N4883,331.0,454.0
E1205N4883,274.0,410.0
E1206N4883,271.0,454.0
E1207N4883,265.0,419.0
E1208N4883,343.0,563.0
E1209N4883,323.0,507.0
E1210N4883,329.0,496.0
E1211N4883,351.0,442.0
E1224N4883,163.0,297.0
E1225N4883,158.0,280.0
E1226N4883,167.0,295.0
E1227N4883,161.0,308.0
E1228N4883,186.0,354.0
E1229N4883,181.0,328.0
E1230N4883,180.0,318.0
E1231N4883,169.0,315.0
E1264N4883,263.0,522.0
E1123N4882,310.0,467.0
E1142N4882,245.0,386.0
E1143N4882,249.0,371.0
E1144N4882,285.0,428.0
E1145N4882,238.0,366.0
E1146N4882,164.0,262.0
E1147N4882,162.0,271.0
E1148N4882,164.0,271.0
E1151N4882,200.0,332.0
E1157N4882,207.0,340.0
E1159N4882,187.0,306.0
E1160N4882,204.0,342.0
E1161N4882,186.0,310.0
E1162N4882,125.0,188.0
E1163N4882,141.0,216.0
E1164N4882,132.0,256.0
E1166N4882,143.0,246.0
E1167N4882,130.0,215.0
E1168N4882,117.0,193.0
E1171N4882,114.0,225.0
E1172N4882,133.0,213.0
E1173N4882,122.0,191.0
E1174N4882,138.0,223.0
E1175N4882,303.0,465.0
E1180N4882,216.0,258.0
E1183N4882,161.0,302.0
E1185N4882,187.0,323.0
E1186N4882,202.0,352.0
E1187N4882,196.0,350.0
E1190N4882,177.0,334.0
E1191N4882,101.0,184.0
E1196N4882,210.0,371.0
E1197N4882,202.0,348.0
E1198N4882,242.0,400.0
E1199N4882,222.0,375.0
E1200N4882,247.0,399.0
E1201N4882,346.0,570.0
E1202N4882,281.0,457.0
E1203N4882,236.0,373.0
E1204N4882,303.0,494.0
E1205N4882,278.0,398.0
E1206N4882,247.0,368.0
E1207N4882,265.0,423.0
E1208N4882,274.0,396.0
E1209N4882,362.0,585.0
E1210N4882,327.0,517.0
E1211N4882,287.0,453.0
E1212N4882,289.0,439.0
E1227N4882,175.0,347.0
E1228N4882,184.0,354.0
E1229N4882,209.0,380.0
E1124N4881,387.0,558.0
E1125N4881,329.0,478.0
E1143N4881,249.0,372.0
E1144N4881,250.0,385.0
E1145N4881,201.0,317.0
E1146N4881,347.0,523.0
E1147N4881,209.0,354.0
E1148N4881,214.0,349.0
E1149N4881,199.0,295.0
E1150N4881,190.0,311.0
E1151N4881,235.0,346.0
E1153N4881,317.0,517.0
E1154N4881,215.0,329.0
E1156N4881,211.0,353.0
E1157N4881,210.0,345.0
E1159N4881,189.0,313.0
E1160N4881,163.0,277.0
E1161N4881,190.0,320.0
E1163N4881,227.0,372.0
E1164N4881,138.0,259.0
E1165N4881,245.0,361.0
E1166N4881,184.0,288.0
E1167N4881,132.0,223.0
E1169N4881,125.0,226.0
E1170N4881,117.0,216.0
E1172N4881,126.0,212.0
E1173N4881,117.0,209.0
E1174N4881,117.0,227.0
E1176N4881,242.0,404.0
E1177N4881,154.0,227.0
E1178N4881,150.0,215.0
E1184N4881,179.0,349.0
E1185N4881,169.0,308.0
E1186N4881,211.0,342.0
E1187N4881,218.0,423.0
E1188N4881,211.0,395.0
E1189N4881,183.0,355.0
E1190N4881,184.0,330.0
E1191N4881,181.0,307.0
E1197N4881,228.0,369.0
E1198N4881,227.0,347.0
E1199N4881,398.0,668.0
E1201N4881,263.0,447.0
E1202N4881,220.0,353.0
E1203N4881,243.0,373.0
E1204N4881,272.0,387.0
E1205N4881,265.0,400.0
E1206N4881,264.0,393.0
E1207N4881,313.0,456.0
E1208N4881,321.0,447.0
E1209N4881,362.0,564.0
E1210N4881,521.0,663.0
E1211N4881,405.0,677.0
E1212N4881,356.0,566.0
E1213N4881,314.0,472.0
E1286N4881,541.0,789.0
E1125N4880,543.0,774.0
E1126N4880,517.0,799.0
E1142N4880,246.0,384.0
E1143N4880,237.0,356.0
E1144N4880,247.0,386.0
E1145N4880,253.0,427.0
E1146N4880,175.0,297.0
E1147N4880,180.0,286.0
E1148N4880,152.0,268.0
E1149N4880,144.0,251.0
E1150N4880,196.0,308.0
E1151N4880,228.0,336.0
E1153N4880,144.0,265.0
E1154N4880,143.0,248.0
E1166N4880,198.0,350.0
E1167N4880,169.0,299.0
E1169N4880,122.0,228.0
E1170N4880,131.0,232.0
E1172N4880,107.0,211.0
E1176N4880,234.0,408.0
E1177N4880,167.0,227.0
E1178N4880,160.0,270.0
E1179N4880,196.0,358.0
E1181N4880,236.0,388.0
E1182N4880,180.0,335.0
E1183N4880,171.0,336.0
E1184N4880,187.0,347.0
E1186N4880,170.0,306.0
E1187N4880,167.0,309.0
E1188N4880,225.0,412.0
E1189N4880,212.0,385.0
E1190N4880,183.0,314.0
E1192N4880,222.0,405.0
E1197N4880,273.0,452.0
E1198N4880,300.0,479.0
E1199N4880,342.0,529.0
E1200N4880,239.0,410.0
E1201N4880,275.0,458.0
E1202N4880,243.0,364.0
E1203N4880,239.0,355.0
E1204N4880,303.0,417.0
E1205N4880,451.0,668.0
E1206N4880,294.0,432.0
E1207N4880,302.0,465.0
E1208N4880,328.0,510.0
E1209N4880,556.0,896.0
E1210N4880,677.0,1021.0
E1211N4880,711.0,1037.0
E1212N4880,569.0,890.0
E1213N4880,338.0,534.0
E1214N4880,299.0,481.0
E1234N4880,403.0,616.0
E1235N4880,410.0,636.0
E1236N4880,322.0,500.0
E1126N4879,445.0,574.0
E1143N4879,174.0,283.0
E1144N4879,192.0,320.0
E1146N4879,184.0,321.0
E1147N4879,175.0,287.0
E1148N4879,160.0,269.0
E1149N4879,140.0,255.0
E1150N4879,147.0,271.0
E1151N4879,188.0,299.0
E1154N4879,117.0,204.0
E1156N4879,180.0,269.0
E1157N4879,143.0,265.0
E1158N4879,115.0,194.0
E1159N4879,109.0,197.0
E1160N4879,106.0,205.0
E1161N4879,109.0,204.0
E1163N4879,119.0,227.0
E1164N4879,127.0,220.0
E1165N4879,170.0,272.0
E1166N4879,219.0,348.0
E1167N4879,194.0,361.0
E1176N4879,221.0,325.0
E1178N4879,195.0,349.0
E1181N4879,315.0,549.0
E1182N4879,232.0,419.0
E1183N4879,228.0,395.0
E1184N4879,194.0,360.0
E1185N4879,194.0,354.0
E1186N4879,171.0,311.0
E1187N4879,181.0,328.0
E1188N4879,193.0,338.0
E1189N4879,222.0,405.0
E1190N4879,194.0,349.0
E1191N4879,221.0,417.0
E1197N4879,249.0,403.0
E1198N4879,296.0,481.0
E1199N4879,263.0,442.0
E1200N4879,202.0,334.0
E1201N4879,250.0,405.0
E1202N4879,303.0,553.0
E1203N4879,246.0,363.0
E1204N4879,335.0,508.0
E1205N4879,343.0,531.0
E1206N4879,278.0,435.0
E1207N4879,295.0,468.0
E1208N4879,329.0,505.0
E1209N4879,467.0,679.0
E1210N4879,604.0,916.0
E1211N4879,784.0,1032.0
E1212N4879,541.0,789.0
E1213N4879,566.0,815.0
E1214N4879,232.0,379.0
E1215N4879,310.0,488.0
E1234N4879,398.0,606.0
E1235N4879,376.0,568.0
E1236N4879,427.0,643.0
E1237N4879,361.0,549.0
E1238N4879,368.0,551.0
E1239N4879,316.0,474.0
E1240N4879,313.0,475.0
E1128N4878,345.0,572.0
E1146N4878,180.0,307.0
E1147N4878,174.0,288.0
E1151N4878,184.0,289.0
E1152N4878,192.0,310.0
E1153N4878,166.0,284.0
E1154N4878,171.0,270.0
E1157N4878,110.0,219.0
E1158N4878,121.0,235.0
E1159N4878,117.0,224.0
E1162N4878,142.0,249.0
E1163N4878,122.0,212.0
E1164N4878,96.0,163.0
E1165N4878,102.0,174.0
E1166N4878,129.0,247.0
E1168N4878,99.0,183.0
E1169N4878,100.0,186.0
E1170N4878,100.0,186.0
E1175N4878,236.0,428.0
E1176N4878,249.0,448.0
E1179N4878,330.0,449.0
E1180N4878,119.0,217.0
E1181N4878,279.0,504.0
E1182N4878,233.0,429.0
E1183N4878,180.0,329.0
E1184N4878,186.0,328.0
E1185N4878,182.0,335.0
E1186N4878,185.0,368.0
E1187N4878,169.0,318.0
E1188N4878,179.0,323.0
E1189N4878,236.0,423.0
E1190N4878,192.0,355.0
E1191N4878,206.0,370.0
E1192N4878,224.0,374.0
E1197N4878,312.0,523.0
E1198N4878,396.0,633.0
E1199N4878,256.0,432.0
E1200N4878,217.0,354.0
E1201N4878,281.0,490.0
E1202N4878,286.0,496.0
E1203N4878,202.0,310.0
E1204N4878,296.0,438.0
E1205N4878,301.0,465.0
E1206N4878,299.0,446.0
E1207N4878,310.0,459.0
E1208N4878,462.0,684.0
E1209N4878,518.0,702.0
E1210N4878,369.0,556.0
E1211N4878,571.0,943.0
E1212N4878,428.0,649.0
E1213N4878,330.0,508.0
E1214N4878,254.0,423.0
E1215N4878,269.0,429.0
E1224N4878,454.0,735.0
E1238N4878,396.0,581.0
E1239N4878,454.0,689.0
E1240N4878,450.0,692.0
E1241N4878,379.0,595.0
E1242N4878,319.0,522.0
E1245N4878,251.0,383.0
E1246N4878,318.0,510.0
E1247N4878,365.0,540.0
E1248N4878,344.0,548.0
E1249N4878,351.0,567.0
E1250N4878,353.0,509.0
E1129N4877,564.0,723.0
E1146N4877,188.0,322.0
E1147N4877,192.0,317.0
E1148N4877,145.0,287.0
E1150N4877,110.0,210.0
E1151N4877,178.0,273.0
E1152N4877,113.0,220.0
E1154N4877,147.0,257.0
E1156N4877,145.0,239.0
E1157N4877,137.0,227.0
E1158N4877,120.0,206.0
E1159N4877,149.0,214.0
E1160N4877,127.0,219.0
E1161N4877,118.0,228.0
E1162N4877,118.0,222.0
E1163N4877,110.0,186.0
E1164N4877,95.0,157.0
E1165N4877,96.0,163.0
E1167N4877,133.0,245.0
E1168N4877,117.0,210.0
E1169N4877,108.0,188.0
E1170N4877,100.0,186.0
E1171N4877,171.0,282.0
E1172N4877,167.0,258.0
E1173N4877,115.0,217.0
E1175N4877,231.0,361.0
E1179N4877,305.0,419.0
E1180N4877,100.0,191.0
E1181N4877,146.0,233.0
E1182N4877,257.0,458.0
E1183N4877,184.0,336.0
E1184N4877,197.0,344.0
E1185N4877,207.0,344.0
E1188N4877,320.0,597.0
E1189N4877,251.0,454.0
E1190N4877,191.0,353.0
E1191N4877,200.0,358.0
E1192N4877,197.0,341.0
E1197N4877,340.0,543.0
E1199N4877,207.0,346.0
E1200N4877,228.0,368.0
E1201N4877,288.0,481.0
E1202N4877,274.0,428.0
E1203N4877,208.0,302.0
E1204N4877,297.0,444.0
E1205N4877,296.0,459.0
E1206N4877,322.0,492.0
E1207N4877,346.0,502.0
E1208N4877,424.0,533.0
E1209N4877,790.0,1157.0
E1210N4877,611.0,942.0
E1211N4877,525.0,786.0
E1212N4877,439.0,621.0
E1213N4877,296.0,461.0
E1214N4877,287.0,451.0
E1215N4877,272.0,422.0
E1216N4877,286.0,478.0
E1217N4877,467.0,697.0
E1218N4877,255.0,382.0
E1219N4877,254.0,403.0
E1222N4877,385.0,576.0
E1223N4877,384.0,640.0
E1231N4877,725.0,1139.0
E1232N4877,331.0,513.0
E1233N4877,392.0,570.0
E1234N4877,360.0,529.0
E1235N4877,457.0,706.0
E1242N4877,425.0,708.0
E1243N4877,374.0,619.0
E1244N4877,341.0,491.0
E1245N4877,303.0,456.0
E1246N4877,282.0,462.0
E1247N4877,248.0,384.0
E1248N4877,251.0,392.0
E1249N4877,247.0,380.0
E1250N4877,349.0,495.0
E1251N4877,375.0,540.0
E1130N4876,389.0,570.0
E1145N4876,171.0,265.0
E1146N4876,175.0,287.0
E1148N4876,277.0,336.0
E1149N4876,215.0,385.0
E1150N4876,173.0,290.0
E1151N4876,142.0,234.0
E1152N4876,148.0,265.0
E1153N4876,169.0,291.0
E1154N4876,173.0,284.0
E1156N4876,181.0,296.0
E1157N4876,161.0,248.0
E1158N4876,120.0,204.0
E1159N4876,236.0,292.0
E1160N4876,218.0,323.0
E1161N4876,155.0,241.0
E1162N4876,143.0,215.0
E1163N4876,245.0,359.0
E1164N4876,210.0,317.0
E1167N4876,101.0,187.0
E1168N4876,106.0,187.0
E1169N4876,103.0,188.0
E1170N4876,106.0,193.0
E1171N4876,166.0,276.0
E1172N4876,141.0,240.0
E1173N4876,114.0,216.0
E1176N4876,290.0,453.0
E1177N4876,221.0,386.0
E1178N4876,179.0,303.0
E1179N4876,314.0,432.0
E1181N4876,153.0,259.0
E1182N4876,192.0,361.0
E1188N4876,357.0,650.0
E1189N4876,243.0,441.0
E1190N4876,199.0,358.0
E1191N4876,198.0,349.0
E1192N4876,204.0,344.0
E1195N4876,339.0,587.0
E1196N4876,206.0,237.0
E1198N4876,259.0,426.0
E1199N4876,216.0,335.0
E1200N4876,255.0,411.0
E1201N4876,301.0,497.0
E1202N4876,206.0,322.0
E1203N4876,280.0,431.0
E1204N4876,346.0,530.0
E1205N4876,361.0,542.0
E1206N4876,322.0,492.0
E1208N4876,578.0,869.0
E1209N4876,546.0,857.0
E1210N4876,609.0,1062.0
E1211N4876,585.0,960.0
E1212N4876,377.0,519.0
E1213N4876,282.0,434.0
E1214N4876,286.0,452.0
E1215N4876,257.0,379.0
E1216N4876,275.0,421.0
E1217N4876,282.0,445.0
E1218N4876,265.0,382.0
E1219N4876,376.0,591.0
E1220N4876,304.0,468.0
E1222N4876,598.0,857.0
E1223N4876,453.0,737.0
E1234N4876,319.0,472.0
E1235N4876,392.0,600.0
E1236N4876,382.0,569.0
E1237N4876,349.0,432.0
E1238N4876,367.0,481.0
E1130N4875,277.0,410.0
E1131N4875,258.0,438.0
E1145N4875,271.0,434.0
E1146N4875,189.0,312.0
E1147N4875,194.0,315.0
E1148N4875,177.0,313.0
E1149N4875,202.0,337.0
E1150N4875,252.0,470.0
E1151N4875,151.0,242.0
E1152N4875,129.0,209.0
E1153N4875,132.0,213.0
E1156N4875,161.0,252.0
E1157N4875,148.0,234.0
E1158N4875,155.0,259.0
E1159N4875,188.0,296.0
E1160N4875,228.0,353.0
E1161N4875,154.0,249.0
E1162N4875,56.0,91.0
E1163N4875,293.0,454.0
E1164N4875,298.0,517.0
E1165N4875,303.0,521.0
E1166N4875,142.0,246.0
E1167N4875,138.0,237.0
E1168N4875,135.0,223.0
E1169N4875,101.0,187.0
E1170N4875,116.0,208.0
E1171N4875,129.0,226.0
E1172N4875,123.0,232.0
E1173N4875,219.0,395.0
E1176N4875,355.0,617.0
E1177N4875,308.0,546.0
E1178N4875,204.0,370.0
E1179N4875,160.0,289.0
E1180N4875,163.0,302.0
E1181N4875,199.0,365.0
E1182N4875,203.0,370.0
E1183N4875,183.0,358.0
E1188N4875,276.0,475.0
E1189N4875,233.0,397.0
E1190N4875,250.0,432.0
E1191N4875,198.0,339.0
E1192N4875,210.0,362.0
E1193N4875,230.0,406.0
E1194N4875,315.0,549.0
E1195N4875,270.0,458.0
E1196N4875,236.0,362.0
E1197N4875,296.0,442.0
E1198N4875,216.0,325.0
E1199N4875,203.0,325.0
E1200N4875,254.0,410.0
E1201N4875,402.0,632.0
E1202N4875,281.0,387.0
E1203N4875,379.0,590.0
E1204N4875,440.0,663.0
E1205N4875,377.0,594.0
E1206N4875,431.0,607.0
E1208N4875,607.0,921.0
E1209N4875,588.0,824.0
E1210N4875,567.0,844.0
E1211N4875,369.0,515.0
E1212N4875,255.0,389.0
E1213N4875,311.0,518.0
E1214N4875,322.0,504.0
E1215N4875,268.0,486.0
E1216N4875,249.0,415.0
E1217N4875,240.0,335.0
E1218N4875,243.0,388.0
E1219N4875,345.0,536.0
E1220N4875,499.0,690.0
E1232N4875,221.0,338.0
E1233N4875,292.0,447.0
E1238N4875,379.0,533.0
E1239N4875,389.0,560.0
E1240N4875,400.0,621.0
E1241N4875,377.0,616.0
E1249N4875,462.0,747.0
E1250N4875,487.0,732.0
E1132N4874,297.0,428.0
E1148N4874,222.0,355.0
E1151N4874,153.0,255.0
E1152N4874,157.0,263.0
E1153N4874,169.0,282.0
E1154N4874,169.0,269.0
E1155N4874,269.0,452.0
E1156N4874,183.0,277.0
E1157N4874,187.0,288.0
E1158N4874,159.0,273.0
E1159N4874,170.0,276.0
E1160N4874,155.0,250.0
E1161N4874,161.0,269.0
E1162N4874,168.0,273.0
E1163N4874,184.0,307.0
E1166N4874,148.0,263.0
E1167N4874,145.0,260.0
E1172N4874,137.0,264.0
E1173N4874,142.0,244.0
E1176N4874,272.0,417.0
E1178N4874,225.0,415.0
E1179N4874,199.0,372.0
E1180N4874,193.0,383.0
E1182N4874,207.0,375.0
E1183N4874,181.0,342.0
E1187N4874,209.0,375.0
E1188N4874,208.0,366.0
E1189N4874,210.0,377.0
E1190N4874,296.0,525.0
E1191N4874,238.0,428.0
E1192N4874,227.0,411.0
E1193N4874,197.0,348.0
E1194N4874,194.0,375.0
E1195N4874,253.0,389.0
E1196N4874,238.0,360.0
E1197N4874,303.0,436.0
E1198N4874,210.0,320.0
E1199N4874,214.0,352.0
E1200N4874,242.0,408.0
E1201N4874,315.0,463.0
E1202N4874,290.0,438.0
E1203N4874,373.0,579.0
E1204N4874,307.0,479.0
E1205N4874,304.0,469.0
E1206N4874,422.0,629.0
E1207N4874,440.0,654.0
E1208N4874,491.0,766.0
E1209N4874,680.0,957.0
E1210N4874,557.0,838.0
E1211N4874,334.0,516.0
E1212N4874,236.0,309.0
E1213N4874,274.0,447.0
E1215N4874,302.0,471.0
E1216N4874,237.0,368.0
E1217N4874,271.0,458.0
E1218N4874,251.0,416.0
E1219N4874,318.0,477.0
E1220N4874,263.0,399.0
E1221N4874,494.0,693.0
E1222N4874,286.0,467.0
E1232N4874,280.0,427.0
E1233N4874,242.0,395.0
E1241N4874,333.0,500.0
E1242N4874,256.0,372.0
E1243N4874,241.0,327.0
E1244N4874,280.0,430.0
E1245N4874,348.0,565.0
E1246N4874,297.0,478.0
E1247N4874,415.0,662.0
E1248N4874,370.0,599.0
E1249N4874,424.0,681.0
E1250N4874,389.0,619.0
E1251N4874,450.0,724.0
E1133N4873,499.0,766.0
E1155N4873,224.0,425.0
E1156N4873,184.0,320.0
E1157N4873,182.0,295.0
E1158N4873,238.0,314.0
E1159N4873,200.0,346.0
E1160N4873,179.0,300.0
E1161N4873,193.0,324.0
E1169N4873,143.0,267.0
E1170N4873,144.0,267.0
E1172N4873,151.0,292.0
E1173N4873,139.0,225.0
E1176N4873,281.0,431.0
E1179N4873,181.0,336.0
E1180N4873,122.0,243.0
E1181N4873,142.0,263.0
E1182N4873,208.0,376.0
E1183N4873,197.0,363.0
E1184N4873,186.0,334.0
E1185N4873,189.0,341.0
E1186N4873,195.0,354.0
E1187N4873,216.0,382.0
E1188N4873,219.0,391.0
E1189N4873,219.0,384.0
E1190N4873,297.0,520.0
E1191N4873,270.0,507.0
E1192N4873,242.0,430.0
E1193N4873,199.0,343.0
E1194N4873,205.0,366.0
E1195N4873,228.0,424.0
E1196N4873,297.0,457.0
E1197N4873,245.0,368.0
E1198N4873,286.0,462.0
E1199N4873,272.0,450.0
E1200N4873,322.0,504.0
E1201N4873,318.0,499.0
E1202N4873,307.0,467.0
E1203N4873,259.0,379.0
E1204N4873,318.0,426.0
E1205N4873,305.0,435.0
E1206N4873,367.0,567.0
E1208N4873,797.0,1163.0
E1209N4873,694.0,1088.0
E1212N4873,235.0,370.0
E1215N4873,335.0,473.0
E1216N4873,337.0,548.0
E1217N4873,272.0,458.0
E1218N4873,228.0,397.0
E1219N4873,296.0,462.0
E1220N4873,336.0,476.0
E1221N4873,405.0,618.0
E1222N4873,414.0,652.0
E1231N4873,275.0,431.0
E1232N4873,258.0,441.0
E1233N4873,261.0,423.0
E1234N4873,237.0,327.0
E1235N4873,264.0,434.0
E1242N4873,334.0,503.0
E1243N4873,416.0,654.0
E1244N4873,365.0,566.0
E1245N4873,362.0,573.0
E1246N4873,286.0,459.0
E1247N4873,413.0,644.0
E1248N4873,467.0,720.0
E1249N4873,462.0,741.0
E1250N4873,320.0,528.0
E1265N4873,612.0,723.0
E1170N4872,144.0,266.0
E1171N4872,147.0,268.0
E1172N4872,144.0,256.0
E1182N4872,201.0,361.0
E1183N4872,187.0,345.0
E1184N4872,198.0,355.0
E1185N4872,183.0,325.0
E1186N4872,199.0,354.0
E1187N4872,188.0,345.0
E1188N4872,212.0,372.0
E1189N4872,238.0,424.0
E1190N4872,282.0,481.0
E1191N4872,287.0,501.0
E1192N4872,244.0,439.0
E1193N4872,206.0,360.0
E1194N4872,202.0,374.0
E1195N4872,218.0,404.0
E1198N4872,321.0,501.0
E1199N4872,331.0,554.0
E1200N4872,272.0,450.0
E1201N4872,294.0,487.0
E1202N4872,292.0,446.0
E1203N4872,288.0,422.0
E1204N4872,224.0,343.0
E1205N4872,281.0,435.0
E1206N4872,415.0,653.0
E1207N4872,426.0,549.0
E1208N4872,463.0,689.0
E1209N4872,531.0,758.0
E1210N4872,491.0,598.0
E1211N4872,251.0,364.0
E1212N4872,286.0,492.0
E1213N4872,304.0,597.0
E1214N4872,283.0,481.0
E1215N4872,250.0,411.0
E1216N4872,311.0,545.0
E1217N4872,252.0,441.0
E1218N4872,301.0,425.0
E1219N4872,301.0,386.0
E1220N4872,316.0,456.0
E1221N4872,322.0,472.0
E1223N4872,293.0,467.0
E1224N4872,443.0,617.0
E1230N4872,300.0,454.0
E1231N4872,238.0,400.0
E1232N4872,255.0,415.0
E1233N4872,277.0,422.0
E1234N4872,240.0,380.0
E1235N4872,288.0,445.0
E1244N4872,386.0,621.0
E1245N4872,512.0,779.0
E1247N4872,462.0,746.0
E1248N4872,492.0,787.0
E1249N4872,371.0,611.0
E1250N4872,539.0,830.0
E1251N4872,569.0,896.0
E1252N4872,505.0,789.0
E1253N4872,585.0,874.0
E1171N4871,150.0,273.0
E1182N4871,197.0,352.0
E1183N4871,190.0,351.0
E1184N4871,194.0,352.0
E1185N4871,246.0,296.0
E1186N4871,204.0,352.0
E1187N4871,191.0,342.0
E1188N4871,200.0,350.0
E1189N4871,208.0,380.0
E1190N4871,244.0,437.0
E1191N4871,236.0,439.0
E1192N4871,237.0,442.0
E1193N4871,231.0,394.0
E1194N4871,172.0,300.0
E1195N4871,298.0,495.0
E1196N4871,317.0,539.0
E1197N4871,277.0,480.0
E1198N4871,269.0,450.0
E1199N4871,295.0,482.0
E1200N4871,298.0,493.0
E1201N4871,286.0,462.0
E1202N4871,300.0,450.0
E1203N4871,308.0,484.0
E1204N4871,411.0,668.0
E1205N4871,437.0,662.0
E1206N4871,446.0,602.0
E1207N4871,667.0,985.0
E1208N4871,831.0,1416.0
E1209N4871,470.0,707.0
E1210N4871,386.0,495.0
E1211N4871,371.0,640.0
E1212N4871,325.0,534.0
E1213N4871,287.0,462.0
E1214N4871,325.0,528.0
E1215N4871,369.0,560.0
E1216N4871,273.0,472.0
E1217N4871,300.0,461.0
E1218N4871,268.0,379.0
E1219N4871,333.0,477.0
E1220N4871,326.0,464.0
E1221N4871,368.0,371.0
E1222N4871,296.0,430.0
E1223N4871,335.0,526.0
E1224N4871,288.0,453.0
E1230N4871,261.0,417.0
E1231N4871,252.0,342.0
E1232N4871,243.0,356.0
E1233N4871,289.0,426.0
E1238N4871,278.0,466.0
E1239N4871,166.0,318.0
E1241N4871,403.0,560.0
E1242N4871,340.0,493.0
E1243N4871,313.0,471.0
E1244N4871,254.0,394.0
E1245N4871,321.0,509.0
E1246N4871,359.0,505.0
E1247N4871,356.0,507.0
E1248N4871,424.0,654.0
E1249N4871,331.0,542.0
E1250N4871,358.0,594.0
E1251N4871,412.0,694.0
E1252N4871,470.0,748.0
E1258N4871,107.0,180.0
E1259N4871,107.0,180.0
E1171N4870,310.0,504.0
E1172N4870,363.0,534.0
E1182N4870,210.0,357.0
E1183N4870,187.0,326.0
E1184N4870,232.0,420.0
E1185N4870,203.0,358.0
E1186N4870,186.0,333.0
E1187N4870,205.0,364.0
E1188N4870,196.0,361.0
E1189N4870,217.0,395.0
E1190N4870,261.0,458.0
E1191N4870,260.0,469.0
E1192N4870,257.0,378.0
E1193N4870,314.0,473.0
E1194N4870,304.0,532.0
E1195N4870,272.0,451.0
E1196N4870,282.0,471.0
E1197N4870,321.0,515.0
E1198N4870,334.0,543.0
E1199N4870,313.0,475.0
E1200N4870,352.0,554.0
E1202N4870,271.0,458.0
E1203N4870,366.0,543.0
E1204N4870,303.0,500.0
E1205N4870,395.0,604.0
E1206N4870,378.0,618.0
E1207N4870,444.0,710.0
E1208N4870,438.0,666.0
E1209N4870,569.0,910.0
E1210N4870,275.0,444.0
E1211N4870,343.0,570.0
E1212N4870,282.0,460.0
E1214N4870,470.0,786.0
E1215N4870,352.0,516.0
E1216N4870,293.0,522.0
E1217N4870,364.0,515.0
E1218N4870,265.0,379.0
E1219N4870,269.0,416.0
E1220N4870,290.0,416.0
E1221N4870,309.0,470.0
E1222N4870,378.0,699.0
